instance_path,m,n,seed,exact_sol,exact_time,u1_sol,u2_sol,h_rho1_sol,h_rho2_sol,h_rho2_time
dataset_D1/m_04_n_08_seed_07.txt,4,8,7,1343,0.0107092,2342,1458,1411,1343,0.0101542
dataset_D1/m_04_n_08_seed_08.txt,4,8,8,1335,0.0105217,2199,1381,1383,1335,0.00690853
dataset_D1/m_04_n_08_seed_09.txt,4,8,9,1154,0.0134449,2184,1216,1200,1154,0.00986412
dataset_D1/m_04_n_10_seed_00.txt,4,10,0,1439,0.0164414,2622,1505,1470,1439,0.00873499
dataset_D1/m_04_n_10_seed_01.txt,4,10,1,1506,0.0118463,2795,1555,1593,1506,0.0131556
dataset_D1/m_04_n_10_seed_02.txt,4,10,2,1705,0.0121215,2949,1949,1783,1705,0.0127416
dataset_D1/m_04_n_10_seed_03.txt,4,10,3,1439,0.0113957,2485,1488,1553,1439,0.0134399
dataset_D1/m_04_n_10_seed_04.txt,4,10,4,1441,0.0116049,2483,1542,1544,1441,0.0107613
dataset_D1/m_04_n_10_seed_05.txt,4,10,5,1459,0.0134461,2674,1502,1483,1459,0.00953955
dataset_D1/m_04_n_10_seed_06.txt,4,10,6,1384,0.0118457,2811,1444,1422,1384,0.0123168
dataset_D1/m_04_n_10_seed_07.txt,4,10,7,1341,0.0131111,2657,1403,1405,1341,0.00957494
dataset_D1/m_04_n_10_seed_08.txt,4,10,8,1384,0.0112241,2744,1416,1408,1384,0.00968147
dataset_D1/m_04_n_10_seed_09.txt,4,10,9,1312,0.0112039,2348,1393,1366,1334,0.0142301
dataset_D1/m_04_n_12_seed_00.txt,4,12,0,1680,0.0178143,2926,1923,1710,1680,0.00992052
dataset_D1/m_04_n_12_seed_01.txt,4,12,1,1767,0.0144035,2834,1881,1943,1771,0.0113326
dataset_D1/m_04_n_12_seed_02.txt,4,12,2,1568,0.012707,2530,1735,1656,1568,0.0124928
dataset_D1/m_04_n_12_seed_03.txt,4,12,3,1630,0.0127616,3249,1680,1673,1630,0.0121111
dataset_D1/m_04_n_12_seed_04.txt,4,12,4,1733,0.01261,3108,1831,1874,1733,0.0138978
dataset_D1/m_04_n_12_seed_05.txt,4,12,5,1848,0.0122114,3344,1968,1899,1848,0.0129393
dataset_D1/m_04_n_12_seed_06.txt,4,12,6,1792,0.0137347,3406,1922,1903,1792,0.00980653
dataset_D1/m_04_n_12_seed_07.txt,4,12,7,1766,0.0136466,3393,1879,1868,1766,0.00957959
dataset_D1/m_04_n_12_seed_08.txt,4,12,8,1558,0.0143191,3201,1700,1644,1558,0.0105356
dataset_D1/m_04_n_12_seed_09.txt,4,12,9,1713,0.0121244,3133,1758,1812,1720,0.01077
dataset_D1/m_04_n_14_seed_00.txt,4,14,0,1992,0.0226428,3830,2122,2132,1992,0.0101524
dataset_D1/m_04_n_14_seed_01.txt,4,14,1,2053,0.0183549,3656,2247,2240,2053,0.00789
dataset_D1/m_04_n_14_seed_02.txt,4,14,2,2078,0.0211259,4121,2216,2147,2078,0.00849973
dataset_D1/m_04_n_14_seed_03.txt,4,14,3,2047,0.0248042,4215,2119,2081,2047,0.0073765
dataset_D1/m_04_n_14_seed_04.txt,4,14,4,1998,0.0192988,3980,2084,2077,1998,0.00852051
dataset_D1/m_04_n_14_seed_05.txt,4,14,5,2213,0.0157072,3881,2425,2354,2214,0.00896526
dataset_D1/m_04_n_14_seed_06.txt,4,14,6,2263,0.0139255,3574,2680,2328,2263,0.0092095
dataset_D1/m_04_n_14_seed_07.txt,4,14,7,2221,0.0225436,3782,2378,2272,2221,0.00780342
dataset_D1/m_04_n_14_seed_08.txt,4,14,8,2034,0.0221601,3767,2098,2134,2034,0.00775096
dataset_D1/m_04_n_14_seed_09.txt,4,14,9,1769,0.0197034,3542,1802,1933,1769,0.00846923
dataset_D1/m_04_n_16_seed_00.txt,4,16,0,2563,0.02308,4398,2936,2648,2563,0.0087327
dataset_D1/m_04_n_16_seed_01.txt,4,16,1,2351,0.0233493,4488,2575,2411,2351,0.0106468
dataset_D1/m_04_n_16_seed_02.txt,4,16,2,2272,0.0265499,4305,2399,2370,2272,0.00991922
dataset_D1/m_04_n_16_seed_03.txt,4,16,3,2246,0.0225587,4007,2494,2332,2246,0.0086602
dataset_D1/m_04_n_16_seed_04.txt,4,16,4,2301,0.0259322,4179,2364,2378,2301,0.00838094
dataset_D1/m_04_n_16_seed_05.txt,4,16,5,2527,0.0227974,4411,2796,2692,2527,0.00818281
dataset_D1/m_04_n_16_seed_06.txt,4,16,6,2277,0.0236396,4476,2491,2356,2277,0.00894032
dataset_D1/m_04_n_16_seed_07.txt,4,16,7,2402,0.0243464,4303,2693,2584,2402,0.0122168
dataset_D1/m_04_n_16_seed_08.txt,4,16,8,2507,0.0211726,4608,2681,2662,2519,0.00973853
dataset_D1/m_04_n_16_seed_09.txt,4,16,9,2478,0.0237347,4210,2840,2537,2478,0.00864205
dataset_D1/m_04_n_18_seed_00.txt,4,18,0,2725,0.0229645,5187,2899,2835,2725,0.0111399
dataset_D1/m_04_n_18_seed_01.txt,4,18,1,2854,0.0282223,4858,3201,3076,2854,0.00878667
dataset_D1/m_04_n_18_seed_02.txt,4,18,2,2712,0.0286131,4730,3025,2843,2712,0.0100532
dataset_D1/m_04_n_18_seed_03.txt,4,18,3,2452,0.0270155,4886,2543,2501,2452,0.00996226
dataset_D1/m_04_n_18_seed_04.txt,4,18,4,2962,0.0242752,4906,3207,3101,2962,0.00943627
dataset_D1/m_04_n_18_seed_05.txt,4,18,5,2547,0.0271344,4677,2707,2681,2547,0.00941578
dataset_D1/m_04_n_18_seed_06.txt,4,18,6,2806,0.0290077,5423,3062,3030,2806,0.0112629
dataset_D1/m_04_n_18_seed_07.txt,4,18,7,2739,0.0241097,5085,2960,2977,2739,0.0110098
dataset_D1/m_04_n_18_seed_08.txt,4,18,8,2906,0.0260317,5202,3127,3129,2906,0.00951988
dataset_D1/m_04_n_18_seed_09.txt,4,18,9,2425,0.0214926,4841,2525,2677,2425,0.0106252
dataset_D1/m_04_n_20_seed_00.txt,4,20,0,2673,0.0328865,5047,2857,2864,2673,0.0131557
dataset_D1/m_04_n_20_seed_01.txt,4,20,1,2558,0.025012,5311,2714,2632,2558,0.010471
dataset_D1/m_04_n_20_seed_02.txt,4,20,2,2833,0.0277024,5199,3044,2992,2833,0.00973337
dataset_D1/m_04_n_20_seed_03.txt,4,20,3,2973,0.0302871,5764,3075,3115,2974,0.0102397
dataset_D1/m_04_n_20_seed_04.txt,4,20,4,2764,0.027243,5565,3029,2996,2764,0.0105426
dataset_D1/m_04_n_20_seed_05.txt,4,20,5,3343,0.0291432,5690,3755,3639,3343,0.0103584
dataset_D1/m_04_n_20_seed_06.txt,4,20,6,2980,0.0294472,5353,3250,3155,2980,0.010521
dataset_D1/m_04_n_20_seed_07.txt,4,20,7,3012,0.0232874,5612,3237,3175,3012,0.0108041
dataset_D1/m_04_n_20_seed_08.txt,4,20,8,3014,0.0280683,5762,3320,3258,3014,0.0112834
dataset_D1/m_04_n_20_seed_09.txt,4,20,9,2638,0.0293281,5349,2849,2730,2638,0.0123798
dataset_D1/m_04_n_22_seed_00.txt,4,22,0,3097,0.0284929,5593,3193,3198,3097,0.013548
dataset_D1/m_04_n_22_seed_01.txt,4,22,1,3003,0.0328499,6011,3189,3207,3003,0.0127774
dataset_D1/m_04_n_22_seed_02.txt,4,22,2,3602,0.022105,6302,4232,3941,3602,0.0136581
dataset_D1/m_04_n_22_seed_03.txt,4,22,3,3499,0.0240598,6537,3665,3729,3499,0.0151533
dataset_D1/m_04_n_22_seed_04.txt,4,22,4,2968,0.0209834,5968,3081,3076,2968,0.0131437
dataset_D1/m_04_n_22_seed_05.txt,4,22,5,3384,0.032424,6204,3650,3527,3384,0.012597
dataset_D1/m_04_n_22_seed_06.txt,4,22,6,3248,0.022456,6255,3398,3373,3248,0.01243
dataset_D1/m_04_n_22_seed_07.txt,4,22,7,3437,0.0387271,6424,3756,3583,3437,0.0125693
dataset_D1/m_04_n_22_seed_08.txt,4,22,8,3138,0.0302632,5996,3481,3458,3138,0.0129405
dataset_D1/m_04_n_22_seed_09.txt,4,22,9,3237,0.0313994,5863,3625,3367,3237,0.0121899
dataset_D1/m_04_n_24_seed_00.txt,4,24,0,3229,0.0294684,6665,3389,3489,3229,0.0152674
dataset_D1/m_04_n_24_seed_01.txt,4,24,1,3440,0.0225216,6301,3851,3734,3451,0.0280577
dataset_D1/m_04_n_24_seed_02.txt,4,24,2,3552,0.0244806,6900,3715,3854,3552,0.0136746
dataset_D1/m_04_n_24_seed_03.txt,4,24,3,3355,0.0299742,6570,3444,3608,3357,0.0127519
dataset_D1/m_04_n_24_seed_04.txt,4,24,4,3754,0.0321879,6784,4201,4008,3779,0.013374
dataset_D1/m_04_n_24_seed_05.txt,4,24,5,3917,0.0307275,6933,4195,4111,3917,0.0129251
dataset_D1/m_04_n_24_seed_06.txt,4,24,6,3224,0.0245737,6881,3364,3324,3224,0.0140035
dataset_D1/m_04_n_24_seed_07.txt,4,24,7,3354,0.028917,6772,3482,3432,3354,0.0142221
dataset_D1/m_04_n_24_seed_08.txt,4,24,8,3799,0.0301662,6780,4209,4058,3799,0.0128685
dataset_D1/m_04_n_24_seed_09.txt,4,24,9,3283,0.0294451,6448,3624,3474,3283,0.0134071
dataset_D1/m_04_n_26_seed_00.txt,4,26,0,3862,0.0361764,7303,4204,4022,3872,0.0158793
dataset_D1/m_04_n_26_seed_01.txt,4,26,1,3801,0.0297663,6638,4269,4129,3817,0.0138901
dataset_D1/m_04_n_26_seed_02.txt,4,26,2,3423,0.0299329,6984,3542,3540,3423,0.0140995
dataset_D1/m_04_n_26_seed_03.txt,4,26,3,3766,0.0318153,7319,4080,4109,3766,0.0127905
dataset_D1/m_04_n_26_seed_04.txt,4,26,4,3619,0.034574,7275,3799,3977,3619,0.014245
dataset_D1/m_04_n_26_seed_05.txt,4,26,5,3781,0.0230528,7043,4166,3973,3781,0.0149093
dataset_D1/m_04_n_26_seed_06.txt,4,26,6,3803,0.030185,6659,4483,4050,3803,0.0137965
dataset_D1/m_04_n_26_seed_07.txt,4,26,7,3591,0.0341178,6723,3736,3714,3591,0.0164748
dataset_D1/m_04_n_26_seed_08.txt,4,26,8,3991,0.0299311,7399,4439,4359,3991,0.0128522
dataset_D1/m_04_n_26_seed_09.txt,4,26,9,4132,0.0263512,7491,4331,4339,4137,0.0132693
dataset_D1/m_04_n_28_seed_00.txt,4,28,0,3811,0.0533997,7426,3944,4307,3811,0.0147533
dataset_D1/m_04_n_28_seed_01.txt,4,28,1,4008,0.0300373,7745,4385,4123,4008,0.015723
dataset_D1/m_04_n_28_seed_02.txt,4,28,2,3836,0.0344566,7609,3927,3914,3836,0.0149876
dataset_D1/m_04_n_28_seed_03.txt,4,28,3,3426,0.0224977,7479,3478,3821,3426,0.0166451
dataset_D1/m_04_n_28_seed_04.txt,4,28,4,3618,0.0339753,7545,3706,3823,3618,0.015811
dataset_D1/m_04_n_28_seed_05.txt,4,28,5,3971,0.0374178,7755,4132,4107,3971,0.0181908
dataset_D1/m_04_n_28_seed_06.txt,4,28,6,3897,0.0321193,7992,4078,4151,3897,0.0153095
dataset_D1/m_04_n_28_seed_07.txt,4,28,7,3916,0.0356771,7656,4059,4067,3921,0.0150741
dataset_D1/m_04_n_28_seed_08.txt,4,28,8,3720,0.0376526,7954,3828,4246,3723,0.0156369
dataset_D1/m_04_n_28_seed_09.txt,4,28,9,3988,0.0291338,7586,4371,4357,3988,0.0142831
dataset_D1/m_04_n_30_seed_00.txt,4,30,0,4621,0.0352797,8345,5095,4900,4621,0.0163232
dataset_D1/m_04_n_30_seed_01.txt,4,30,1,4284,0.0355984,8605,4462,4376,4284,0.0162392
dataset_D1/m_04_n_30_seed_02.txt,4,30,2,4229,0.0355882,8559,4371,4342,4229,0.0159382
dataset_D1/m_04_n_30_seed_03.txt,4,30,3,3957,0.0385114,7391,4183,4168,3957,0.0154693
dataset_D1/m_04_n_30_seed_04.txt,4,30,4,4633,0.0311302,8686,5002,4778,4633,0.0158351
dataset_D1/m_04_n_30_seed_05.txt,4,30,5,3781,0.0413176,8030,3820,4039,3781,0.0160984
dataset_D1/m_04_n_30_seed_06.txt,4,30,6,3710,0.0359558,7738,3817,3909,3710,0.0153228
dataset_D1/m_04_n_30_seed_07.txt,4,30,7,4205,0.0395112,8364,4484,4409,4205,0.0183098
dataset_D1/m_04_n_30_seed_08.txt,4,30,8,4460,0.0368082,8676,4774,4730,4462,0.015324
dataset_D1/m_04_n_30_seed_09.txt,4,30,9,4314,0.0334024,7840,4569,4473,4314,0.0162626
dataset_D1/m_05_n_04_seed_00.txt,5,4,0,777,0.00713886,1252,780,792,777,0.00143281
dataset_D1/m_05_n_04_seed_01.txt,5,4,1,797,0.0159336,1428,846,864,799,0.00170631
dataset_D1/m_05_n_04_seed_02.txt,5,4,2,724,0.0145379,1354,731,800,724,0.0029219
dataset_D1/m_05_n_04_seed_03.txt,5,4,3,706,0.0139216,1257,740,733,706,0.00290457
dataset_D1/m_05_n_04_seed_04.txt,5,4,4,736,0.0122522,1158,760,760,736,0.00322783
dataset_D1/m_05_n_04_seed_05.txt,5,4,5,736,0.0110452,1266,738,787,738,0.0019881
dataset_D1/m_05_n_04_seed_06.txt,5,4,6,641,0.0137215,902,744,653,644,0.00265549
dataset_D1/m_05_n_04_seed_07.txt,5,4,7,705,0.0139866,1271,716,713,705,0.0028632
dataset_D1/m_05_n_04_seed_08.txt,5,4,8,697,0.0126813,1183,772,716,697,0.00207314
dataset_D1/m_05_n_04_seed_09.txt,5,4,9,689,0.0111006,1105,775,722,705,0.00255239
dataset_D1/m_05_n_06_seed_00.txt,5,6,0,1177,0.0161685,2063,1258,1235,1180,0.00786156
dataset_D1/m_05_n_06_seed_01.txt,5,6,1,843,0.0113263,1766,906,897,847,0.0119149
dataset_D1/m_05_n_06_seed_02.txt,5,6,2,1021,0.0108097,1861,1131,1084,1025,0.0101862
dataset_D1/m_05_n_06_seed_03.txt,5,6,3,995,0.0104341,1995,1024,1040,995,0.0137204
dataset_D1/m_05_n_06_seed_04.txt,5,6,4,1048,0.0121743,1800,1088,1087,1052,0.0114354
dataset_D1/m_05_n_06_seed_05.txt,5,6,5,993,0.0158947,2015,997,1110,993,0.0109867
dataset_D1/m_05_n_06_seed_06.txt,5,6,6,1115,0.012083,1887,1191,1132,1115,0.00794679
dataset_D1/m_05_n_06_seed_07.txt,5,6,7,1037,0.00843876,2120,1084,1120,1041,0.0151937
dataset_D1/m_05_n_06_seed_08.txt,5,6,8,1068,0.0095357,1691,1122,1107,1080,0.00939201
dataset_D1/m_05_n_06_seed_09.txt,5,6,9,1041,0.0142324,1856,1126,1100,1052,0.0162828
dataset_D1/m_05_n_08_seed_00.txt,5,8,0,1392,0.0216657,2702,1526,1455,1392,0.00874113
dataset_D1/m_05_n_08_seed_01.txt,5,8,1,1391,0.0131875,2994,1415,1418,1391,0.0147731
dataset_D1/m_05_n_08_seed_02.txt,5,8,2,1266,0.0210641,2490,1353,1364,1270,0.00921052
dataset_D1/m_05_n_08_seed_03.txt,5,8,3,1090,0.013626,2374,1121,1185,1092,0.0100448
dataset_D1/m_05_n_08_seed_04.txt,5,8,4,1244,0.014802,2548,1281,1250,1244,0.00920079
dataset_D1/m_05_n_08_seed_05.txt,5,8,5,1442,0.0136942,2740,1616,1540,1452,0.00955313
dataset_D1/m_05_n_08_seed_06.txt,5,8,6,1568,0.0147104,2841,1709,1674,1568,0.00995621
dataset_D1/m_05_n_08_seed_07.txt,5,8,7,1361,0.0117781,2860,1424,1410,1364,0.0140169
dataset_D1/m_05_n_08_seed_08.txt,5,8,8,1370,0.0156106,2631,1393,1403,1370,0.010279
dataset_D1/m_05_n_08_seed_09.txt,5,8,9,1301,0.0139637,2405,1443,1439,1301,0.00983796
dataset_D1/m_05_n_10_seed_00.txt,5,10,0,1649,0.02003,2972,1843,1748,1651,0.0103834
dataset_D1/m_05_n_10_seed_01.txt,5,10,1,1456,0.0258862,2961,1591,1502,1469,0.00957117
dataset_D1/m_05_n_10_seed_02.txt,5,10,2,1485,0.0190627,3525,1529,1631,1485,0.0104317
dataset_D1/m_05_n_10_seed_03.txt,5,10,3,1487,0.0164619,2804,1709,1651,1500,0.0110586
dataset_D1/m_05_n_10_seed_04.txt,5,10,4,1592,0.0167642,3088,1654,1658,1597,0.0100932
dataset_D1/m_05_n_10_seed_05.txt,5,10,5,1625,0.0171684,3262,1746,1737,1627,0.0113912
dataset_D1/m_05_n_10_seed_06.txt,5,10,6,1687,0.0136596,2943,1962,1879,1705,0.0164396
dataset_D1/m_05_n_10_seed_07.txt,5,10,7,1436,0.0139428,3100,1514,1533,1436,0.0216055
dataset_D1/m_05_n_10_seed_08.txt,5,10,8,1623,0.0172096,3274,1723,1693,1623,0.0138391
dataset_D1/m_05_n_10_seed_09.txt,5,10,9,1682,0.021202,3401,1892,1825,1685,0.0261144
dataset_D1/m_05_n_12_seed_00.txt,5,12,0,1907,0.0311711,3818,2009,1994,1914,0.0101672
dataset_D1/m_05_n_12_seed_01.txt,5,12,1,1705,0.027765,3572,1815,1911,1709,0.00982996
dataset_D1/m_05_n_12_seed_02.txt,5,12,2,2011,0.0295835,3828,2190,2071,2018,0.0101622
dataset_D1/m_05_n_12_seed_03.txt,5,12,3,1837,0.026455,4185,1994,1997,1839,0.00916803
dataset_D1/m_05_n_12_seed_04.txt,5,12,4,1846,0.0256196,3530,2102,2032,1850,0.0096001
dataset_D1/m_05_n_12_seed_05.txt,5,12,5,1886,0.0216461,4067,2070,2016,1892,0.00990158
dataset_D1/m_05_n_12_seed_06.txt,5,12,6,1842,0.0238415,3902,1968,1918,1842,0.0100444
dataset_D1/m_05_n_12_seed_07.txt,5,12,7,1873,0.01827,4488,1971,2018,1873,0.0115355
dataset_D1/m_05_n_12_seed_08.txt,5,12,8,2057,0.0230141,4213,2256,2198,2065,0.0108341
dataset_D1/m_05_n_12_seed_09.txt,5,12,9,1967,0.0227469,3981,2183,2086,1967,0.0106068
dataset_D1/m_05_n_14_seed_00.txt,5,14,0,2333,0.0297827,5026,2619,2447,2338,0.0121309
dataset_D1/m_05_n_14_seed_01.txt,5,14,1,2151,0.0267385,4109,2465,2293,2151,0.0111111
dataset_D1/m_05_n_14_seed_02.txt,5,14,2,2171,0.0291781,4913,2229,2282,2173,0.0119547
dataset_D1/m_05_n_14_seed_03.txt,5,14,3,2190,0.0197227,4477,2375,2337,2197,0.0114538
dataset_D1/m_05_n_14_seed_04.txt,5,14,4,2169,0.0255708,4829,2237,2365,2170,0.0122197
dataset_D1/m_05_n_14_seed_05.txt,5,14,5,2326,0.0278391,4795,2527,2512,2335,0.0114138
dataset_D1/m_05_n_14_seed_06.txt,5,14,6,2140,0.0200937,4539,2251,2207,2140,0.0121475
dataset_D1/m_05_n_14_seed_07.txt,5,14,7,2210,0.0302873,4412,2460,2403,2219,0.0115417
dataset_D1/m_05_n_14_seed_08.txt,5,14,8,2227,0.0314784,4603,2385,2331,2230,0.0117124
dataset_D1/m_05_n_14_seed_09.txt,5,14,9,2229,0.0297029,4834,2419,2289,2229,0.0116695
dataset_D1/m_05_n_16_seed_00.txt,5,16,0,2417,0.0259217,5124,2857,2625,2417,0.0127045
dataset_D1/m_05_n_16_seed_01.txt,5,16,1,2495,0.027348,5119,2624,2579,2495,0.0121213
dataset_D1/m_05_n_16_seed_02.txt,5,16,2,2026,0.0311482,4563,2107,2068,2026,0.0146765
dataset_D1/m_05_n_16_seed_03.txt,5,16,3,2423,0.0296931,5047,2591,2614,2432,0.0130387
dataset_D1/m_05_n_16_seed_04.txt,5,16,4,2332,0.0300574,4996,2598,2566,2352,0.0126672
dataset_D1/m_05_n_16_seed_05.txt,5,16,5,2442,0.0191472,5198,2650,2563,2442,0.0137107
dataset_D1/m_05_n_16_seed_06.txt,5,16,6,2582,0.034437,5469,2703,2686,2584,0.0130266
dataset_D1/m_05_n_16_seed_07.txt,5,16,7,2392,0.0322031,4773,2819,2587,2400,0.0118944
dataset_D1/m_05_n_16_seed_08.txt,5,16,8,2516,0.0196063,5121,2882,2687,2517,0.0157057
dataset_D1/m_05_n_16_seed_09.txt,5,16,9,2359,0.0287752,5064,2585,2532,2359,0.0130768
dataset_D1/m_05_n_18_seed_00.txt,5,18,0,2681,0.0475016,5877,2847,2848,2683,0.0163306
dataset_D1/m_05_n_18_seed_01.txt,5,18,1,2706,0.0362359,5880,2861,2843,2713,0.0164988
dataset_D1/m_05_n_18_seed_02.txt,5,18,2,2670,0.0321282,5952,2714,2733,2670,0.0150473
dataset_D1/m_05_n_18_seed_03.txt,5,18,3,2369,0.028563,5747,2531,2519,2369,0.0151955
dataset_D1/m_05_n_18_seed_04.txt,5,18,4,2783,0.0330143,5995,2915,2882,2788,0.0135142
dataset_D1/m_05_n_18_seed_05.txt,5,18,5,2540,0.0330252,5496,2639,2579,2540,0.0157945
dataset_D1/m_05_n_18_seed_06.txt,5,18,6,2695,0.0360072,5227,2978,2919,2712,0.0158669
dataset_D1/m_05_n_18_seed_07.txt,5,18,7,2764,0.0296904,6066,2944,2936,2764,0.0152019
dataset_D1/m_05_n_18_seed_08.txt,5,18,8,2389,0.035415,5836,2491,2533,2389,0.0141093
dataset_D1/m_05_n_18_seed_09.txt,5,18,9,2701,0.0258334,6048,2834,2903,2708,0.0147051
dataset_D1/m_05_n_20_seed_00.txt,5,20,0,2862,0.0390304,6616,3094,3025,2871,0.0174664
dataset_D1/m_05_n_20_seed_01.txt,5,20,1,3149,0.0286258,6685,3513,3517,3178,0.0155581
dataset_D1/m_05_n_20_seed_02.txt,5,20,2,3321,0.0375827,6383,3911,3467,3321,0.0152076
dataset_D1/m_05_n_20_seed_03.txt,5,20,3,2881,0.0280354,6299,3205,3138,2893,0.015935
dataset_D1/m_05_n_20_seed_04.txt,5,20,4,2686,0.038656,6427,2900,2819,2691,0.0159428
dataset_D1/m_05_n_20_seed_05.txt,5,20,5,3429,0.0294644,6504,4034,3722,3432,0.0167141
dataset_D1/m_05_n_20_seed_06.txt,5,20,6,3038,0.0418771,6532,3290,3213,3060,0.0161135
dataset_D1/m_05_n_20_seed_07.txt,5,20,7,3204,0.032911,6765,3387,3426,3210,0.0167577
dataset_D1/m_05_n_20_seed_08.txt,5,20,8,3041,0.0379853,5678,3474,3319,3045,0.0160291
dataset_D1/m_05_n_20_seed_09.txt,5,20,9,3070,0.0419289,6452,3410,3383,3077,0.0204445
dataset_D1/m_05_n_22_seed_00.txt,5,22,0,3110,0.041179,6745,3308,3317,3111,0.0190507
dataset_D1/m_05_n_22_seed_01.txt,5,22,1,3494,0.0391507,7114,3817,3807,3494,0.0193599
dataset_D1/m_05_n_22_seed_02.txt,5,22,2,3130,0.0361034,7292,3434,3398,3130,0.0176342
dataset_D1/m_05_n_22_seed_03.txt,5,22,3,3297,0.0333265,7477,3566,3529,3306,0.018907
dataset_D1/m_05_n_22_seed_04.txt,5,22,4,3258,0.0324818,6576,3788,3574,3258,0.0194231
dataset_D1/m_05_n_22_seed_05.txt,5,22,5,3397,0.0371969,7460,3765,3708,3397,0.0174585
dataset_D1/m_05_n_22_seed_06.txt,5,22,6,3089,0.0442397,7301,3274,3234,3089,0.018823
dataset_D1/m_05_n_22_seed_07.txt,5,22,7,3164,0.0380298,6912,3393,3385,3165,0.0183221
dataset_D1/m_05_n_22_seed_08.txt,5,22,8,3051,0.0379097,6482,3405,3216,3051,0.0182295
dataset_D1/m_05_n_22_seed_09.txt,5,22,9,3447,0.0378329,7598,3683,3571,3455,0.0184318
dataset_D1/m_05_n_24_seed_00.txt,5,24,0,3596,0.0416028,7443,3853,3795,3617,0.0187279
dataset_D1/m_05_n_24_seed_01.txt,5,24,1,3601,0.0392668,8052,4213,3778,3601,0.0178857
dataset_D1/m_05_n_24_seed_02.txt,5,24,2,3968,0.0359163,8589,4328,4296,3976,0.0183098
dataset_D1/m_05_n_24_seed_03.txt,5,24,3,3590,0.0390003,7843,3831,3845,3590,0.0216557
dataset_D1/m_05_n_24_seed_04.txt,5,24,4,3439,0.0422119,8012,3719,3716,3448,0.0208933
dataset_D1/m_05_n_24_seed_05.txt,5,24,5,3346,0.0460405,8093,3602,3651,3346,0.0201291
dataset_D1/m_05_n_24_seed_06.txt,5,24,6,3785,0.0421921,8016,4156,4071,3785,0.0191333
dataset_D1/m_05_n_24_seed_07.txt,5,24,7,3667,0.037352,7780,4274,4116,3667,0.0174892
dataset_D1/m_05_n_24_seed_08.txt,5,24,8,3790,0.038503,8394,4179,3941,3790,0.0186449
dataset_D1/m_05_n_24_seed_09.txt,5,24,9,3387,0.0411385,7590,3703,3573,3399,0.0212933
dataset_D1/m_05_n_26_seed_00.txt,5,26,0,4074,0.0539588,8645,4453,4366,4089,0.0207945
dataset_D1/m_05_n_26_seed_01.txt,5,26,1,3983,0.0443952,8396,4171,4115,3983,0.0219354
dataset_D1/m_05_n_26_seed_02.txt,5,26,2,4077,0.0434335,8211,4424,4360,4082,0.0207202
dataset_D1/m_05_n_26_seed_03.txt,5,26,3,3963,0.0438469,8617,4395,4251,3980,0.0215111
dataset_D1/m_05_n_26_seed_04.txt,5,26,4,4265,0.0461779,9087,4790,4530,4281,0.0207473
dataset_D1/m_05_n_26_seed_05.txt,5,26,5,3616,0.0458863,8053,4013,3867,3623,0.0244216
dataset_D1/m_05_n_26_seed_06.txt,5,26,6,3605,0.0412104,8207,3757,3735,3605,0.0211135
dataset_D1/m_05_n_26_seed_07.txt,5,26,7,3644,0.0399811,7834,4100,3893,3651,0.0207386
dataset_D1/m_05_n_26_seed_08.txt,5,26,8,3744,0.0421404,9019,3959,4202,3744,0.0221735
dataset_D1/m_05_n_26_seed_09.txt,5,26,9,3565,0.0407543,8411,3840,3708,3567,0.0222306
dataset_D1/m_05_n_28_seed_00.txt,5,28,0,4393,0.0445922,9271,5030,4885,4398,0.0197184
dataset_D1/m_05_n_28_seed_01.txt,5,28,1,3772,0.0425479,8796,3949,4121,3777,0.0198173
dataset_D1/m_05_n_28_seed_02.txt,5,28,2,4414,0.0476031,9249,5223,4730,4415,0.0203528
dataset_D1/m_05_n_28_seed_03.txt,5,28,3,4439,0.0433431,9593,5130,4854,4439,0.019826
dataset_D1/m_05_n_28_seed_04.txt,5,28,4,3907,0.0402302,8741,4172,4061,3907,0.0216082
dataset_D1/m_05_n_28_seed_05.txt,5,28,5,4069,0.0420775,9335,4302,4243,4075,0.018995
dataset_D1/m_05_n_28_seed_06.txt,5,28,6,4673,0.0432269,9417,5269,5118,4687,0.020686
dataset_D1/m_05_n_28_seed_07.txt,5,28,7,4542,0.0430325,8988,5583,5206,4556,0.0186209
dataset_D1/m_05_n_28_seed_08.txt,5,28,8,4298,0.0434597,9383,4738,4619,4298,0.0211204
dataset_D1/m_05_n_28_seed_09.txt,5,28,9,4420,0.0484211,9714,4736,4707,4421,0.0224595
dataset_D1/m_05_n_30_seed_00.txt,5,30,0,4755,0.0621179,9935,5244,5072,4755,0.0245791
dataset_D1/m_05_n_30_seed_01.txt,5,30,1,4420,0.044852,9993,4848,4751,4442,0.0253082
dataset_D1/m_05_n_30_seed_02.txt,5,30,2,4454,0.0481634,9669,4888,4839,4465,0.024607
dataset_D1/m_05_n_30_seed_03.txt,5,30,3,4180,0.0475734,9112,4790,4492,4208,0.0234023
dataset_D1/m_05_n_30_seed_04.txt,5,30,4,4074,0.0494585,8827,4608,4461,4076,0.0253739
dataset_D1/m_05_n_30_seed_05.txt,5,30,5,4418,0.0457125,9826,4828,4741,4423,0.0235209
dataset_D1/m_05_n_30_seed_06.txt,5,30,6,4129,0.0446403,9456,4431,4349,4129,0.0252892
