instance_path,tr,pr,m,n,seed,exact_sol,exact_time,u1_sol,u2_sol,h_rho1_sol,h_rho2_sol,h_rho2_time
dataset_D2/tr_10_pr_50/m_12_n_10_seed_06.txt,10,50,12,10,6,1172,3.28893,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_07.txt,10,50,12,10,7,1173,5.50013,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_08.txt,10,50,12,10,8,1012,4.77135,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_09.txt,10,50,12,10,9,1099,2.73438,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_10.txt,10,50,12,10,10,1133,5.57228,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_11.txt,10,50,12,10,11,1254,2.68988,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_12.txt,10,50,12,10,12,1125,3.87697,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_13.txt,10,50,12,10,13,1123,3.82478,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_14.txt,10,50,12,10,14,1089,7.12674,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_15.txt,10,50,12,10,15,1158,2.38133,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_16.txt,10,50,12,10,16,1135,8.47275,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_17.txt,10,50,12,10,17,1150,2.77259,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_18.txt,10,50,12,10,18,1132,2.65395,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_19.txt,10,50,12,10,19,1041,4.70732,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_20.txt,10,50,12,10,20,1172,3.53303,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_21.txt,10,50,12,10,21,1195,3.0371,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_22.txt,10,50,12,10,22,1110,5.49946,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_23.txt,10,50,12,10,23,1154,4.11012,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_24.txt,10,50,12,10,24,1088,2.68352,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_25.txt,10,50,12,10,25,1078,6.13037,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_26.txt,10,50,12,10,26,1124,2.57955,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_27.txt,10,50,12,10,27,1201,2.58249,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_28.txt,10,50,12,10,28,1184,2.94556,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_29.txt,10,50,12,10,29,1085,2.27248,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_30.txt,10,50,12,10,30,1137,3.95887,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_31.txt,10,50,12,10,31,1116,3.06853,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_32.txt,10,50,12,10,32,1124,2.75073,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_33.txt,10,50,12,10,33,1189,2.76817,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_34.txt,10,50,12,10,34,1121,5.7476,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_35.txt,10,50,12,10,35,1175,2.19581,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_36.txt,10,50,12,10,36,1176,3.1113,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_37.txt,10,50,12,10,37,1191,4.07466,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_38.txt,10,50,12,10,38,1083,4.97522,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_39.txt,10,50,12,10,39,1182,4.14238,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_40.txt,10,50,12,10,40,1100,2.15513,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_41.txt,10,50,12,10,41,1152,4.99058,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_42.txt,10,50,12,10,42,1178,2.69867,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_43.txt,10,50,12,10,43,1100,5.24476,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_44.txt,10,50,12,10,44,1161,2.04161,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_45.txt,10,50,12,10,45,1167,1.64282,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_46.txt,10,50,12,10,46,1173,3.71182,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_47.txt,10,50,12,10,47,1125,3.49464,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_48.txt,10,50,12,10,48,1150,4.14418,,,,,
dataset_D2/tr_10_pr_50/m_12_n_10_seed_49.txt,10,50,12,10,49,1088,4.19098,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_00.txt,10,50,12,20,0,2048,13.6381,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_01.txt,10,50,12,20,1,2100,8.27312,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_02.txt,10,50,12,20,2,2084,18.2535,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_03.txt,10,50,12,20,3,2010,16.2618,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_04.txt,10,50,12,20,4,1978,10.7498,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_05.txt,10,50,12,20,5,2018,13.5527,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_06.txt,10,50,12,20,6,2088,23.6461,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_07.txt,10,50,12,20,7,2087,10.4929,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_08.txt,10,50,12,20,8,1970,12.9785,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_09.txt,10,50,12,20,9,2085,8.29989,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_10.txt,10,50,12,20,10,2100,16.131,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_11.txt,10,50,12,20,11,1964,10.4542,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_12.txt,10,50,12,20,12,2062,10.3204,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_13.txt,10,50,12,20,13,2074,11.7127,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_14.txt,10,50,12,20,14,2027,8.68297,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_15.txt,10,50,12,20,15,2189,8.41058,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_16.txt,10,50,12,20,16,2096,11.8844,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_17.txt,10,50,12,20,17,2099,12.5163,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_18.txt,10,50,12,20,18,2042,17.9638,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_19.txt,10,50,12,20,19,2093,9.87943,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_20.txt,10,50,12,20,20,2008,11.8812,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_21.txt,10,50,12,20,21,2029,10.8765,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_22.txt,10,50,12,20,22,1963,14.8988,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_23.txt,10,50,12,20,23,1983,17.2285,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_24.txt,10,50,12,20,24,2044,9.03832,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_25.txt,10,50,12,20,25,2048,16.9565,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_26.txt,10,50,12,20,26,1902,32.1508,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_27.txt,10,50,12,20,27,2145,8.64525,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_28.txt,10,50,12,20,28,1921,18.6715,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_29.txt,10,50,12,20,29,2035,12.268,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_30.txt,10,50,12,20,30,2107,14.3075,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_31.txt,10,50,12,20,31,2161,12.4812,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_32.txt,10,50,12,20,32,2054,8.77577,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_33.txt,10,50,12,20,33,1986,8.13811,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_34.txt,10,50,12,20,34,2177,10.5826,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_35.txt,10,50,12,20,35,1921,17.4792,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_36.txt,10,50,12,20,36,1994,11.6531,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_37.txt,10,50,12,20,37,2114,10.9327,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_38.txt,10,50,12,20,38,2110,8.22816,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_39.txt,10,50,12,20,39,2108,13.001,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_40.txt,10,50,12,20,40,2168,10.9331,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_41.txt,10,50,12,20,41,2212,13.4283,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_42.txt,10,50,12,20,42,2095,7.7488,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_43.txt,10,50,12,20,43,2168,7.5612,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_44.txt,10,50,12,20,44,2011,17.7172,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_45.txt,10,50,12,20,45,2086,7.99093,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_46.txt,10,50,12,20,46,2064,16.6782,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_47.txt,10,50,12,20,47,2145,8.22382,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_48.txt,10,50,12,20,48,2186,7.56014,,,,,
dataset_D2/tr_10_pr_50/m_12_n_20_seed_49.txt,10,50,12,20,49,2069,9.05776,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_00.txt,10,50,12,30,0,3179,17.9608,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_01.txt,10,50,12,30,1,3041,19.4703,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_02.txt,10,50,12,30,2,3059,18.4662,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_03.txt,10,50,12,30,3,2987,24.6023,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_04.txt,10,50,12,30,4,2970,24.014,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_05.txt,10,50,12,30,5,2939,26.6029,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_06.txt,10,50,12,30,6,3021,15.4438,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_07.txt,10,50,12,30,7,2929,27.4054,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_08.txt,10,50,12,30,8,2797,32.3843,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_09.txt,10,50,12,30,9,2963,22.8575,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_10.txt,10,50,12,30,10,2931,35.1568,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_11.txt,10,50,12,30,11,2997,22.6078,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_12.txt,10,50,12,30,12,3128,13.3609,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_13.txt,10,50,12,30,13,2739,38.7604,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_14.txt,10,50,12,30,14,3131,15.8092,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_15.txt,10,50,12,30,15,2966,23.6992,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_16.txt,10,50,12,30,16,3160,21.6196,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_17.txt,10,50,12,30,17,3108,19.5258,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_18.txt,10,50,12,30,18,3160,15.1537,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_19.txt,10,50,12,30,19,2902,24.0214,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_20.txt,10,50,12,30,20,3219,17.7656,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_21.txt,10,50,12,30,21,3013,16.3099,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_22.txt,10,50,12,30,22,2913,28.8579,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_23.txt,10,50,12,30,23,3042,16.4662,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_24.txt,10,50,12,30,24,2873,18.7631,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_25.txt,10,50,12,30,25,3029,17.5971,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_26.txt,10,50,12,30,26,2901,19.7593,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_27.txt,10,50,12,30,27,2992,12.9804,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_28.txt,10,50,12,30,28,3015,26.6224,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_29.txt,10,50,12,30,29,2962,20.9977,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_30.txt,10,50,12,30,30,2886,30.8761,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_31.txt,10,50,12,30,31,3004,21.0023,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_32.txt,10,50,12,30,32,2974,16.5735,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_33.txt,10,50,12,30,33,3098,20.9778,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_34.txt,10,50,12,30,34,3034,19.8555,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_35.txt,10,50,12,30,35,3020,24.3598,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_36.txt,10,50,12,30,36,2913,18.8823,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_37.txt,10,50,12,30,37,2966,24.4384,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_38.txt,10,50,12,30,38,3014,21.6605,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_39.txt,10,50,12,30,39,2899,23.8749,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_40.txt,10,50,12,30,40,3115,21.35,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_41.txt,10,50,12,30,41,2923,20.4355,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_42.txt,10,50,12,30,42,3081,16.6059,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_43.txt,10,50,12,30,43,2941,38.5119,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_44.txt,10,50,12,30,44,3182,16.5973,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_45.txt,10,50,12,30,45,3130,17.1079,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_46.txt,10,50,12,30,46,3096,17.3665,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_47.txt,10,50,12,30,47,2814,28.7039,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_48.txt,10,50,12,30,48,2892,36.5631,,,,,
dataset_D2/tr_10_pr_50/m_12_n_30_seed_49.txt,10,50,12,30,49,3217,24.9767,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_00.txt,10,60,12,10,0,1280,5.33923,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_01.txt,10,60,12,10,1,1255,4.89202,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_02.txt,10,60,12,10,2,1181,9.78939,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_03.txt,10,60,12,10,3,1158,8.29421,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_04.txt,10,60,12,10,4,1209,6.3734,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_05.txt,10,60,12,10,5,1303,9.61611,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_06.txt,10,60,12,10,6,1166,12.411,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_07.txt,10,60,12,10,7,1197,10.8808,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_08.txt,10,60,12,10,8,1211,28.1986,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_09.txt,10,60,12,10,9,1191,8.41834,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_10.txt,10,60,12,10,10,1282,6.7042,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_11.txt,10,60,12,10,11,1229,7.93905,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_12.txt,10,60,12,10,12,1212,9.34356,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_13.txt,10,60,12,10,13,1235,16.398,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_14.txt,10,60,12,10,14,1316,8.40917,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_15.txt,10,60,12,10,15,1186,10.0617,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_16.txt,10,60,12,10,16,1205,14.6008,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_17.txt,10,60,12,10,17,1286,4.68371,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_18.txt,10,60,12,10,18,1199,3.8454,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_19.txt,10,60,12,10,19,1218,4.26637,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_20.txt,10,60,12,10,20,1045,14.3452,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_21.txt,10,60,12,10,21,1252,2.89252,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_22.txt,10,60,12,10,22,1192,6.48541,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_23.txt,10,60,12,10,23,1234,4.04593,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_24.txt,10,60,12,10,24,1231,5.383,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_25.txt,10,60,12,10,25,1154,7.59209,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_26.txt,10,60,12,10,26,1145,13.3353,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_27.txt,10,60,12,10,27,1230,7.17536,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_28.txt,10,60,12,10,28,1272,15.9239,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_29.txt,10,60,12,10,29,1189,10.8072,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_30.txt,10,60,12,10,30,1237,9.63847,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_31.txt,10,60,12,10,31,1148,5.25295,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_32.txt,10,60,12,10,32,1198,7.26712,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_33.txt,10,60,12,10,33,1307,7.7065,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_34.txt,10,60,12,10,34,1188,6.18927,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_35.txt,10,60,12,10,35,1251,8.97419,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_36.txt,10,60,12,10,36,1228,6.93017,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_37.txt,10,60,12,10,37,1149,5.17153,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_38.txt,10,60,12,10,38,1189,2.35118,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_39.txt,10,60,12,10,39,1235,9.24871,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_40.txt,10,60,12,10,40,1187,13.7913,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_41.txt,10,60,12,10,41,1237,6.98063,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_42.txt,10,60,12,10,42,1254,9.64871,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_43.txt,10,60,12,10,43,1201,11.2674,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_44.txt,10,60,12,10,44,1218,6.93183,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_45.txt,10,60,12,10,45,1217,8.18044,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_46.txt,10,60,12,10,46,1202,11.6941,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_47.txt,10,60,12,10,47,1169,9.84775,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_48.txt,10,60,12,10,48,1199,7.16194,,,,,
dataset_D2/tr_10_pr_60/m_12_n_10_seed_49.txt,10,60,12,10,49,1259,6.29057,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_00.txt,10,60,12,20,0,2222,39.8552,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_01.txt,10,60,12,20,1,2374,21.2809,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_02.txt,10,60,12,20,2,2087,26.9363,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_03.txt,10,60,12,20,3,2108,27.1988,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_04.txt,10,60,12,20,4,2203,35.636,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_05.txt,10,60,12,20,5,2287,26.0361,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_06.txt,10,60,12,20,6,2284,22.6155,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_07.txt,10,60,12,20,7,2190,34.418,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_08.txt,10,60,12,20,8,2215,36.1967,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_09.txt,10,60,12,20,9,2097,48.6034,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_10.txt,10,60,12,20,10,2108,43.1985,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_11.txt,10,60,12,20,11,2264,60.8828,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_12.txt,10,60,12,20,12,2098,23.9417,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_13.txt,10,60,12,20,13,2052,48.6224,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_14.txt,10,60,12,20,14,2309,20.2911,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_15.txt,10,60,12,20,15,2277,40.7694,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_16.txt,10,60,12,20,16,2152,41.1283,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_17.txt,10,60,12,20,17,2051,119.621,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_18.txt,10,60,12,20,18,2249,75.2742,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_19.txt,10,60,12,20,19,2121,67.84,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_20.txt,10,60,12,20,20,2320,26.7695,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_21.txt,10,60,12,20,21,2322,28.5282,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_22.txt,10,60,12,20,22,2055,74.0587,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_23.txt,10,60,12,20,23,2175,28.3579,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_24.txt,10,60,12,20,24,2169,29.9215,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_25.txt,10,60,12,20,25,2197,29.8904,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_26.txt,10,60,12,20,26,2232,25.721,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_27.txt,10,60,12,20,27,2348,22.0263,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_28.txt,10,60,12,20,28,2386,18.6412,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_29.txt,10,60,12,20,29,2147,29.9748,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_30.txt,10,60,12,20,30,2180,70.8559,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_31.txt,10,60,12,20,31,2067,47.221,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_32.txt,10,60,12,20,32,2070,30.7693,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_33.txt,10,60,12,20,33,2394,20.8498,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_34.txt,10,60,12,20,34,2081,36.0527,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_35.txt,10,60,12,20,35,2234,16.1734,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_36.txt,10,60,12,20,36,2132,39.9921,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_37.txt,10,60,12,20,37,2216,23.0723,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_38.txt,10,60,12,20,38,2204,23.4098,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_39.txt,10,60,12,20,39,2313,30.4692,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_40.txt,10,60,12,20,40,2266,16.1947,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_41.txt,10,60,12,20,41,2231,35.6776,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_42.txt,10,60,12,20,42,2284,19.7113,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_43.txt,10,60,12,20,43,2143,24.3124,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_44.txt,10,60,12,20,44,2108,35.1115,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_45.txt,10,60,12,20,45,2183,23.6503,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_46.txt,10,60,12,20,46,2139,35.2296,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_47.txt,10,60,12,20,47,2308,35.633,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_48.txt,10,60,12,20,48,2286,43.8571,,,,,
dataset_D2/tr_10_pr_60/m_12_n_20_seed_49.txt,10,60,12,20,49,2164,20.8814,,,,,
dataset_D2/tr_10_pr_60/m_12_n_30_seed_00.txt,10,60,12,30,0,3197,50.9873,,,,,
dataset_D2/tr_10_pr_60/m_12_n_30_seed_01.txt,10,60,12,30,1,3128,61.0074,,,,,
dataset_D2/tr_10_pr_60/m_12_n_30_seed_02.txt,10,60,12,30,2,3160,48.8792,,,,,
dataset_D2/tr_10_pr_60/m_12_n_30_seed_03.txt,10,60,12,30,3,3332,40.3169,,,,,
dataset_D2/tr_10_pr_60/m_12_n_30_seed_04.txt,10,60,12,30,4,3065,67.4443,,,,,
